0.33	0.35	0.37	0.40	0.32	0.16	-0.01	-0.18	-0.34	-0.44	-0.46	-0.48	-0.50	-0.52	-0.60	-0.72	-0.85	-0.98	-1.11	-1.13	-1.03	-0.93	-0.83	-0.73	-0.73	-0.84	-0.94	-1.05	-1.15	-1.13	-0.98	-0.83	-0.68	-0.52	-0.44	-0.41	-0.39	-0.37	-0.34	-0.28	-0.17	-0.07	0.04	0.14	0.18	0.16	0.14	0.12	0.10	0.10	0.12	0.15	0.17	0.19	0.20	0.20	0.20	0.20	0.20	0.21	0.23	0.25	0.27	0.29	0.27	0.19	0.12	0.04	-0.03	-0.07	-0.07	-0.07	-0.07	-0.07	-0.10	-0.18	-0.25	-0.32	-0.39	-0.43	-0.42	-0.41	-0.40	-0.40	-0.44	-0.53	-0.62	-0.71	-0.80	-0.85	-0.85	-0.85	-0.85	-0.85	-0.89	-0.98	-1.06	-1.15	-1.23	-1.27	-1.28	-1.28	-1.28	-1.28	-1.31	-1.37	-1.42	-1.48	-1.54	-1.53	-1.46	-1.38	-1.31	-1.24	-1.19	-1.19	-1.18	-1.17	-1.16	-1.10	-1.00	-0.89	-0.78	-0.68	-0.60	-0.54	-0.49	-0.44	-0.38	-0.31	-0.23	-0.14	-0.06	0.03	0.07	0.06	0.06	0.06	0.06	0.06	0.07	0.07	0.08	0.09	0.09	0.08	0.07	0.07	0.06	0.06	0.07
0.17	0.20	0.22	0.24	0.18	0.04	-0.10	-0.24	-0.38	-0.46	-0.49	-0.52	-0.55	-0.58	-0.66	-0.77	-0.89	-1.01	-1.12	-1.13	-1.04	-0.95	-0.86	-0.77	-0.75	-0.82	-0.89	-0.96	-1.02	-0.99	-0.86	-0.73	-0.59	-0.46	-0.38	-0.37	-0.35	-0.33	-0.31	-0.26	-0.17	-0.08	0.00	0.09	0.13	0.11	0.10	0.08	0.07	0.07	0.09	0.11	0.14	0.16	0.17	0.18	0.19	0.19	0.20	0.22	0.24	0.26	0.28	0.30	0.28	0.23	0.17	0.12	0.06	0.03	0.03	0.03	0.03	0.03	0.01	-0.05	-0.10	-0.15	-0.21	-0.23	-0.23	-0.22	-0.22	-0.22	-0.25	-0.32	-0.40	-0.47	-0.54	-0.58	-0.58	-0.58	-0.58	-0.58	-0.61	-0.67	-0.74	-0.80	-0.86	-0.90	-0.90	-0.90	-0.90	-0.90	-0.92	-0.97	-1.02	-1.07	-1.11	-1.11	-1.06	-1.02	-0.97	-0.92	-0.89	-0.89	-0.88	-0.88	-0.88	-0.83	-0.76	-0.68	-0.60	-0.52	-0.46	-0.42	-0.38	-0.34	-0.30	-0.24	-0.18	-0.12	-0.05	0.01	0.04	0.04	0.03	0.02	0.02	0.02	0.03	0.04	0.05	0.05	0.06	0.05	0.05	0.04	0.04	0.04	0.04
-0.22	-0.20	-0.19	-0.18	-0.20	-0.26	-0.32	-0.37	-0.43	-0.47	-0.49	-0.51	-0.54	-0.56	-0.61	-0.67	-0.74	-0.81	-0.87	-0.87	-0.82	-0.76	-0.70	-0.64	-0.61	-0.60	-0.59	-0.59	-0.58	-0.54	-0.47	-0.40	-0.33	-0.25	-0.22	-0.22	-0.23	-0.23	-0.23	-0.22	-0.19	-0.16	-0.13	-0.10	-0.09	-0.10	-0.11	-0.13	-0.14	-0.13	-0.11	-0.08	-0.06	-0.04	-0.01	0.01	0.03	0.05	0.07	0.10	0.13	0.16	0.19	0.22	0.23	0.21	0.20	0.18	0.17	0.17	0.17	0.17	0.18	0.18	0.17	0.16	0.14	0.13	0.11	0.10	0.10	0.10	0.10	0.09	0.07	0.03	-0.01	-0.05	-0.09	-0.11	-0.11	-0.11	-0.11	-0.11	-0.12	-0.14	-0.16	-0.18	-0.20	-0.21	-0.21	-0.20	-0.20	-0.20	-0.22	-0.24	-0.27	-0.30	-0.33	-0.34	-0.35	-0.35	-0.36	-0.36	-0.37	-0.37	-0.38	-0.38	-0.38	-0.38	-0.36	-0.35	-0.33	-0.31	-0.30	-0.29	-0.28	-0.27	-0.25	-0.24	-0.22	-0.20	-0.19	-0.17	-0.16	-0.17	-0.18	-0.18	-0.19	-0.19	-0.17	-0.15	-0.13	-0.12	-0.10	-0.09	-0.08	-0.07	-0.06	-0.05	-0.04
0.09	0.07	0.06	0.04	0.02	-0.02	-0.05	-0.08	-0.11	-0.14	-0.17	-0.20	-0.23	-0.26	-0.30	-0.34	-0.38	-0.42	-0.46	-0.47	-0.44	-0.42	-0.40	-0.38	-0.35	-0.32	-0.30	-0.27	-0.24	-0.22	-0.20	-0.19	-0.17	-0.16	-0.16	-0.17	-0.17	-0.18	-0.19	-0.20	-0.21	-0.22	-0.23	-0.24	-0.24	-0.25	-0.25	-0.26	-0.26	-0.26	-0.25	-0.24	-0.23	-0.23	-0.21	-0.20	-0.19	-0.17	-0.16	-0.14	-0.12	-0.10	-0.08	-0.06	-0.05	-0.04	-0.03	-0.02	-0.01	0.00	0.01	0.02	0.03	0.04	0.05	0.05	0.06	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.07	0.06	0.05	0.03	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.00	-0.00	-0.01	-0.02	-0.03	-0.05	-0.07	-0.09	-0.10	-0.12	-0.12	-0.12	-0.13	-0.13	-0.15	-0.17	-0.19	-0.22	-0.24	-0.26	-0.28	-0.30	-0.32	-0.34	-0.36	-0.38	-0.40	-0.42	-0.44	-0.46	-0.46	-0.46	-0.47	-0.47	-0.46	-0.43	-0.40	-0.37	-0.34	-0.31	-0.28	-0.25	-0.22	-0.19	-0.16	-0.13
0.81	0.72	0.63	0.54	0.46	0.41	0.35	0.29	0.23	0.19	0.17	0.14	0.11	0.09	0.06	0.04	0.01	-0.01	-0.04	-0.05	-0.05	-0.06	-0.06	-0.06	-0.06	-0.05	-0.05	-0.04	-0.03	-0.04	-0.05	-0.06	-0.07	-0.09	-0.10	-0.11	-0.11	-0.12	-0.13	-0.14	-0.16	-0.17	-0.18	-0.20	-0.21	-0.21	-0.21	-0.21	-0.21	-0.21	-0.22	-0.23	-0.23	-0.24	-0.25	-0.26	-0.27	-0.27	-0.28	-0.29	-0.29	-0.30	-0.30	-0.30	-0.30	-0.29	-0.28	-0.27	-0.26	-0.25	-0.24	-0.24	-0.23	-0.22	-0.22	-0.21	-0.20	-0.20	-0.19	-0.18	-0.18	-0.18	-0.17	-0.17	-0.17	-0.17	-0.16	-0.16	-0.16	-0.16	-0.16	-0.16	-0.16	-0.16	-0.16	-0.16	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.16	-0.16	-0.16	-0.17	-0.17	-0.17	-0.17	-0.18	-0.18	-0.18	-0.18	-0.17	-0.19	-0.21	-0.24	-0.26	-0.29	-0.31	-0.34	-0.37	-0.39	-0.42	-0.44	-0.46	-0.49	-0.51	-0.53	-0.54	-0.54	-0.54	-0.54	-0.54	-0.52	-0.49	-0.45	-0.42	-0.39	-0.35	-0.32	-0.29	-0.26	-0.23	-0.20	-0.17
1.53	1.39	1.26	1.12	1.01	0.92	0.83	0.74	0.65	0.58	0.51	0.44	0.38	0.31	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.25	0.23	0.22	0.22	0.22	0.22	0.23	0.23	0.22	0.20	0.17	0.15	0.12	0.10	0.08	0.06	0.04	0.02	0.00	-0.02	-0.04	-0.07	-0.09	-0.10	-0.11	-0.11	-0.11	-0.12	-0.12	-0.14	-0.15	-0.16	-0.17	-0.18	-0.20	-0.22	-0.24	-0.26	-0.28	-0.30	-0.32	-0.34	-0.36	-0.36	-0.36	-0.35	-0.35	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.33	-0.33	-0.33	-0.33	-0.32	-0.31	-0.30	-0.29	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.29	-0.29	-0.29	-0.29	-0.30	-0.30	-0.30	-0.31	-0.31	-0.31	-0.30	-0.29	-0.29	-0.28	-0.27	-0.27	-0.27	-0.26	-0.26	-0.25	-0.25	-0.25	-0.24	-0.24	-0.24	-0.25	-0.26	-0.27	-0.27	-0.28	-0.29	-0.30	-0.31	-0.32	-0.33	-0.34	-0.35	-0.35	-0.36	-0.36	-0.36	-0.36	-0.35	-0.35	-0.34	-0.33	-0.31	-0.30	-0.29	-0.27	-0.26	-0.25	-0.24	-0.22	-0.21	-0.20
1.85	1.72	1.59	1.46	1.34	1.23	1.11	0.99	0.88	0.75	0.62	0.48	0.35	0.21	0.15	0.17	0.19	0.20	0.22	0.22	0.21	0.20	0.18	0.17	0.17	0.19	0.20	0.22	0.23	0.23	0.20	0.18	0.15	0.13	0.11	0.09	0.07	0.06	0.04	0.02	-0.00	-0.03	-0.05	-0.07	-0.08	-0.08	-0.08	-0.08	-0.08	-0.09	-0.10	-0.12	-0.13	-0.14	-0.16	-0.17	-0.19	-0.20	-0.21	-0.23	-0.24	-0.26	-0.27	-0.29	-0.29	-0.28	-0.26	-0.25	-0.24	-0.24	-0.24	-0.24	-0.24	-0.24	-0.25	-0.25	-0.25	-0.26	-0.26	-0.26	-0.27	-0.27	-0.27	-0.27	-0.26	-0.25	-0.24	-0.23	-0.21	-0.21	-0.21	-0.21	-0.21	-0.21	-0.21	-0.22	-0.23	-0.23	-0.24	-0.25	-0.26	-0.26	-0.27	-0.28	-0.28	-0.27	-0.26	-0.26	-0.25	-0.24	-0.22	-0.20	-0.19	-0.17	-0.16	-0.15	-0.14	-0.13	-0.12	-0.11	-0.09	-0.08	-0.07	-0.05	-0.05	-0.05	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04	-0.03	-0.03	-0.04	-0.04	-0.04	-0.05	-0.06	-0.07	-0.09	-0.11	-0.12	-0.14	-0.15	-0.16	-0.18	-0.19	-0.20	-0.21
2.00	1.88	1.75	1.63	1.48	1.31	1.13	0.96	0.78	0.62	0.47	0.32	0.17	0.02	-0.05	-0.03	-0.02	0.00	0.02	0.02	0.01	0.00	-0.01	-0.02	-0.02	0.00	0.02	0.04	0.06	0.06	0.04	0.03	0.01	-0.01	-0.02	-0.03	-0.04	-0.04	-0.05	-0.07	-0.09	-0.11	-0.13	-0.15	-0.16	-0.16	-0.17	-0.17	-0.18	-0.18	-0.19	-0.19	-0.19	-0.20	-0.20	-0.19	-0.19	-0.19	-0.19	-0.18	-0.18	-0.18	-0.18	-0.17	-0.17	-0.16	-0.15	-0.14	-0.14	-0.13	-0.14	-0.14	-0.14	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.16	-0.16	-0.16	-0.16	-0.16	-0.15	-0.13	-0.12	-0.11	-0.10	-0.10	-0.11	-0.11	-0.11	-0.11	-0.13	-0.14	-0.15	-0.17	-0.18	-0.19	-0.20	-0.21	-0.22	-0.23	-0.22	-0.22	-0.22	-0.22	-0.20	-0.18	-0.15	-0.13	-0.10	-0.08	-0.07	-0.05	-0.04	-0.03	-0.01	0.00	0.02	0.03	0.05	0.06	0.06	0.06	0.06	0.07	0.07	0.07	0.07	0.07	0.07	0.06	0.06	0.05	0.05	0.04	0.03	0.01	-0.02	-0.04	-0.06	-0.08	-0.10	-0.11	-0.13	-0.15	-0.16	-0.18
1.95	1.85	1.74	1.63	1.49	1.30	1.12	0.94	0.76	0.61	0.49	0.37	0.25	0.14	0.08	0.08	0.08	0.09	0.09	0.08	0.05	0.02	-0.01	-0.03	-0.03	0.01	0.06	0.10	0.14	0.15	0.13	0.10	0.08	0.05	0.04	0.04	0.04	0.04	0.04	0.02	-0.01	-0.04	-0.08	-0.11	-0.13	-0.12	-0.12	-0.12	-0.11	-0.11	-0.09	-0.08	-0.06	-0.05	-0.04	-0.02	-0.01	0.00	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.01	0.00	-0.01	-0.01	-0.02	-0.03	-0.04	-0.04	-0.04	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.02	-0.02	-0.01	-0.01	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.02	-0.04	-0.06	-0.08	-0.11	-0.12	-0.14	-0.15	-0.16	-0.17	-0.18	-0.18	-0.19	-0.19	-0.19	-0.18	-0.16	-0.13	-0.10	-0.08	-0.06	-0.05	-0.04	-0.03	-0.01	-0.01	-0.00	0.00	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.00	0.00	-0.00	-0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.04	-0.05	-0.05	-0.06	-0.06	-0.07	-0.07	-0.07
1.46	1.38	1.30	1.22	1.10	0.95	0.80	0.65	0.50	0.39	0.32	0.26	0.19	0.12	0.08	0.07	0.06	0.05	0.04	0.02	-0.01	-0.04	-0.07	-0.09	-0.08	-0.04	0.01	0.05	0.10	0.12	0.10	0.09	0.08	0.06	0.06	0.07	0.07	0.08	0.09	0.08	0.08	0.07	0.06	0.05	0.06	0.07	0.08	0.09	0.10	0.12	0.14	0.16	0.19	0.21	0.22	0.23	0.24	0.24	0.25	0.24	0.24	0.23	0.22	0.21	0.19	0.18	0.16	0.14	0.12	0.10	0.09	0.08	0.07	0.06	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.04	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.01	-0.02	-0.05	-0.07	-0.10	-0.12	-0.13	-0.14	-0.15	-0.16	-0.17	-0.18	-0.18	-0.19	-0.20	-0.20	-0.18	-0.16	-0.15	-0.13	-0.12	-0.11	-0.10	-0.10	-0.09	-0.09	-0.09	-0.10	-0.10	-0.10	-0.11	-0.11	-0.10	-0.10	-0.10	-0.10	-0.10	-0.10	-0.10	-0.10	-0.10	-0.09	-0.09	-0.08	-0.08	-0.07	-0.07	-0.06	-0.05	-0.05	-0.04	-0.04	-0.04	-0.03	-0.03	-0.03	-0.02
